id,state,treated,post,fte,chain_BK,chain_KFC,chain_WD,co_owned,southj,centralj,northj,pa1,pa2,shore,did
441,PA,0,1,18.0,0,0,1,0,0,0,0,1,0,0,0
443,PA,0,0,17.5,0,0,1,0,0,0,0,1,0,0,0
443,PA,0,1,19.0,0,0,1,0,0,0,0,1,0,0,0
444,PA,0,0,25.0,0,0,1,0,0,0,0,1,0,0,0
444,PA,0,1,31.5,0,0,1,0,0,0,0,1,0,0,0
448,PA,0,0,21.0,1,0,0,0,0,0,0,0,1,0,0
448,PA,0,1,24.5,1,0,0,0,0,0,0,0,1,0,0
449,PA,0,0,15.5,1,0,0,0,0,0,0,0,1,0,0
449,PA,0,1,27.5,1,0,0,0,0,0,0,0,1,0,0
450,PA,0,0,15.5,1,0,0,0,0,0,0,0,1,0,0
450,PA,0,1,34.5,1,0,0,0,0,0,0,0,1,0,0
454,PA,0,0,8.5,0,1,0,1,0,0,0,0,1,0,0
454,PA,0,1,14.0,0,1,0,1,0,0,0,0,1,0,0
459,PA,0,0,18.0,0,0,0,1,0,0,0,0,1,0,0
459,PA,0,1,15.0,0,0,0,1,0,0,0,0,1,0,0
466,PA,0,0,20.75,0,0,1,0,0,0,0,0,1,0,0
466,PA,0,1,23.0,0,0,1,0,0,0,0,0,1,0,0
471,PA,0,0,39.0,1,0,0,0,0,0,0,0,1,0,0
471,PA,0,1,26.5,1,0,0,0,0,0,0,0,1,0,0
472,PA,0,0,41.5,1,0,0,0,0,0,0,0,1,0,0
472,PA,0,1,23.5,1,0,0,0,0,0,0,0,1,0,0
473,PA,0,0,22.5,1,0,0,0,0,0,0,0,1,0,0
473,PA,0,1,35.5,1,0,0,0,0,0,0,0,1,0,0
475,PA,0,0,32.0,1,0,0,0,0,0,0,0,1,0,0
475,PA,0,1,21.0,1,0,0,0,0,0,0,0,1,0,0
476,PA,0,0,24.0,1,0,0,0,0,0,0,1,0,0,0
476,PA,0,1,23.0,1,0,0,0,0,0,0,1,0,0,0
477,PA,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0
477,PA,0,1,20.0,1,0,0,0,0,0,0,0,1,0,0
478,PA,0,0,48.5,1,0,0,0,0,0,0,1,0,0,0
478,PA,0,1,27.0,1,0,0,0,0,0,0,1,0,0,0
485,PA,0,0,8.5,0,1,0,1,0,0,0,0,1,0,0
485,PA,0,1,13.0,0,1,0,1,0,0,0,0,1,0,0
491,PA,0,0,18.5,0,0,0,0,0,0,0,0,1,0,0
492,PA,0,0,13.0,0,0,0,1,0,0,0,0,1,0,0
492,PA,0,1,13.5,0,0,0,1,0,0,0,0,1,0,0
497,PA,0,0,22.5,0,0,1,1,0,0,0,0,1,0,0
498,PA,0,0,28.0,0,0,1,1,0,0,0,0,1,0,0
498,PA,0,1,26.75,0,0,1,1,0,0,0,0,1,0,0
501,PA,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0
501,PA,0,1,43.5,1,0,0,0,0,0,0,0,1,0,0
503,PA,0,0,18.5,1,0,0,0,0,0,0,0,1,0,0
503,PA,0,1,41.25,1,0,0,0,0,0,0,0,1,0,0
510,PA,0,0,23.5,0,0,0,1,0,0,0,0,1,0,0
510,PA,0,1,14.25,0,0,0,1,0,0,0,0,1,0,0
511,PA,0,0,15.0,0,0,0,1,0,0,0,0,1,0,0
511,PA,0,1,12.5,0,0,0,1,0,0,0,0,1,0,0
514,PA,0,0,18.0,0,0,0,0,0,0,0,0,1,0,0
514,PA,0,1,34.0,0,0,0,0,0,0,0,0,1,0,0
516,PA,0,0,20.25,0,0,0,1,0,0,0,0,1,0,0
516,PA,0,1,10.0,0,0,0,1,0,0,0,0,1,0,0
521,PA,0,0,15.5,1,0,0,0,0,0,0,1,0,0,0
521,PA,0,1,14.0,1,0,0,0,0,0,0,1,0,0,0
522,PA,0,0,21.0,1,0,0,0,0,0,0,1,0,0,0
522,PA,0,1,17.5,1,0,0,0,0,0,0,1,0,0,0
113,NJ,1,0,15.0,1,0,0,0,0,1,0,0,0,0,0
113,NJ,1,1,27.0,1,0,0,0,0,1,0,0,0,0,1
123,NJ,1,0,15.0,1,0,0,0,0,1,0,0,0,0,0
123,NJ,1,1,21.5,1,0,0,0,0,1,0,0,0,0,1
135,NJ,1,0,24.0,0,0,0,0,0,1,0,0,0,0,0
135,NJ,1,1,23.0,0,0,0,0,0,1,0,0,0,0,1
138,NJ,1,0,19.25,0,0,0,1,0,0,1,0,0,0,0
138,NJ,1,1,21.5,0,0,0,1,0,0,1,0,0,0,1
153,NJ,1,0,21.5,1,0,0,0,0,0,1,0,0,0,0
153,NJ,1,1,34.5,1,0,0,0,0,0,1,0,0,0,1
181,NJ,1,0,9.5,0,1,0,0,0,0,1,0,0,0,0
181,NJ,1,1,10.5,0,1,0,0,0,0,1,0,0,0,1
191,NJ,1,0,44.0,0,0,1,0,0,0,1,0,0,0,0
191,NJ,1,1,16.5,0,0,1,0,0,0,1,0,0,0,1
236,NJ,1,0,21.0,1,0,0,0,0,0,1,0,0,0,0
236,NJ,1,1,38.0,1,0,0,0,0,0,1,0,0,0,1
254,NJ,1,0,28.0,0,0,1,0,1,0,0,0,0,1,0
254,NJ,1,1,36.0,0,0,1,0,1,0,0,0,0,1,1
255,NJ,1,0,10.0,0,0,1,0,1,0,0,0,0,0,0
255,NJ,1,1,16.0,0,0,1,0,1,0,0,0,0,0,1
294,NJ,1,0,20.5,1,0,0,0,0,0,1,0,0,0,0
294,NJ,1,1,20.5,1,0,0,0,0,0,1,0,0,0,1
306,NJ,1,0,25.5,0,0,0,1,0,0,1,0,0,0,0
306,NJ,1,1,19.0,0,0,0,1,0,0,1,0,0,0,1
311,NJ,1,0,19.0,0,0,1,0,0,0,1,0,0,0,0
311,NJ,1,1,53.0,0,0,1,0,0,0,1,0,0,0,1
315,NJ,1,0,16.5,1,0,0,0,1,0,0,0,0,0,0
315,NJ,1,1,16.5,1,0,0,0,1,0,0,0,0,0,1
335,NJ,1,0,17.0,1,0,0,1,1,0,0,0,0,0,0
335,NJ,1,1,16.5,1,0,0,1,1,0,0,0,0,0,1
372,NJ,1,0,27.5,1,0,0,1,0,0,1,0,0,0,0
372,NJ,1,1,45.0,1,0,0,1,0,0,1,0,0,0,1
6,NJ,1,0,5.0,0,0,0,1,0,1,0,0,0,0,0
6,NJ,1,1,8.0,0,0,0,1,0,1,0,0,0,0,1
14,NJ,1,0,16.0,0,1,0,0,0,1,0,0,0,0,0
14,NJ,1,1,15.5,0,1,0,0,0,1,0,0,0,0,1
26,NJ,1,0,41.5,1,0,0,0,0,0,1,0,0,0,0
26,NJ,1,1,24.0,1,0,0,0,0,0,1,0,0,0,1
27,NJ,1,0,13.0,0,1,0,1,0,1,0,0,0,0,0
27,NJ,1,1,7.5,0,1,0,1,0,1,0,0,0,0,1
30,NJ,1,0,10.0,0,1,0,0,0,0,1,0,0,0,0
30,NJ,1,1,7.5,0,1,0,0,0,0,1,0,0,0,1
31,NJ,1,0,15.0,0,1,0,0,0,1,0,0,0,0,0
31,NJ,1,1,18.5,0,1,0,0,0,1,0,0,0,0,1
33,NJ,1,0,26.0,0,0,0,0,0,0,1,0,0,0,0
33,NJ,1,1,16.5,0,0,0,0,0,0,1,0,0,0,1
36,NJ,1,0,18.0,0,0,1,0,0,1,0,0,0,0,0
36,NJ,1,1,33.5,0,0,1,0,0,1,0,0,0,0,1
77,NJ,1,0,35.0,0,0,0,0,0,0,1,0,0,0,0
77,NJ,1,1,37.0,0,0,0,0,0,0,1,0,0,0,1
78,NJ,1,0,21.0,0,0,0,1,0,0,1,0,0,0,0
78,NJ,1,1,18.0,0,0,0,1,0,0,1,0,0,0,1
81,NJ,1,0,34.5,0,0,1,0,0,0,1,0,0,0,0
81,NJ,1,1,26.5,0,0,1,0,0,0,1,0,0,0,1
82,NJ,1,0,18.25,0,0,1,0,0,0,1,0,0,0,0
82,NJ,1,1,33.0,0,0,1,0,0,0,1,0,0,0,1
83,NJ,1,0,24.5,0,0,1,0,0,0,1,0,0,0,0
85,NJ,1,0,20.0,1,0,0,0,0,1,0,0,0,1,0
85,NJ,1,1,20.5,1,0,0,0,0,1,0,0,0,1,1
89,NJ,1,0,16.0,1,0,0,1,0,1,0,0,0,0,0
89,NJ,1,1,24.5,1,0,0,1,0,1,0,0,0,0,1
94,NJ,1,0,17.5,0,1,0,0,0,1,0,0,0,0,0
94,NJ,1,1,16.0,0,1,0,0,0,1,0,0,0,0,1
103,NJ,1,0,20.5,0,0,1,0,0,0,1,0,0,0,0
112,NJ,1,0,20.0,0,0,1,0,0,0,1,0,0,0,0
112,NJ,1,1,23.5,0,0,1,0,0,0,1,0,0,0,1
128,NJ,1,0,12.25,0,1,0,1,0,1,0,0,0,0,0
128,NJ,1,1,13.0,0,1,0,1,0,1,0,0,0,0,1
129,NJ,1,0,33.0,0,0,0,0,0,1,0,0,0,0,0
129,NJ,1,1,20.0,0,0,0,0,0,1,0,0,0,0,1
131,NJ,1,0,31.5,0,0,0,0,0,1,0,0,0,0,0
131,NJ,1,1,22.0,0,0,0,0,0,1,0,0,0,0,1
143,NJ,1,0,18.0,0,0,1,0,0,1,0,0,0,0,0
144,NJ,1,0,28.0,0,0,1,0,0,1,0,0,0,0,0
144,NJ,1,1,25.5,0,0,1,0,0,1,0,0,0,0,1
145,NJ,1,0,16.5,1,0,0,0,0,0,1,0,0,0,0
145,NJ,1,1,18.0,1,0,0,0,0,0,1,0,0,0,1
147,NJ,1,0,14.75,1,0,0,0,0,0,1,0,0,0,0
147,NJ,1,1,9.0,1,0,0,0,0,0,1,0,0,0,1
148,NJ,1,0,23.5,1,0,0,0,0,0,1,0,0,0,0
148,NJ,1,1,26.5,1,0,0,0,0,0,1,0,0,0,1
151,NJ,1,0,10.0,1,0,0,0,0,0,1,0,0,0,0
152,NJ,1,0,46.5,1,0,0,0,0,0,1,0,0,0,0
152,NJ,1,1,23.75,1,0,0,0,0,0,1,0,0,0,1
157,NJ,1,0,15.5,0,1,0,0,0,0,1,0,0,0,0
157,NJ,1,1,18.0,0,1,0,0,0,0,1,0,0,0,1
161,NJ,1,0,24.5,0,0,0,1,0,0,1,0,0,0,0
161,NJ,1,1,36.0,0,0,0,1,0,0,1,0,0,0,1
163,NJ,1,0,24.0,0,0,0,1,0,0,1,0,0,0,0
163,NJ,1,1,21.0,0,0,0,1,0,0,1,0,0,0,1
164,NJ,1,0,23.0,0,0,0,1,0,0,1,0,0,0,0
164,NJ,1,1,15.5,0,0,0,1,0,0,1,0,0,0,1
165,NJ,1,0,28.0,0,0,1,0,0,0,1,0,0,0,0
165,NJ,1,1,22.5,0,0,1,0,0,0,1,0,0,0,1
169,NJ,1,0,32.5,1,0,0,1,0,0,1,0,0,0,0
169,NJ,1,1,27.0,1,0,0,1,0,0,1,0,0,0,1
170,NJ,1,0,23.0,1,0,0,1,0,0,1,0,0,0,0
170,NJ,1,1,34.0,1,0,0,1,0,0,1,0,0,0,1
187,NJ,1,0,17.0,0,0,0,0,0,0,1,0,0,1,0
187,NJ,1,1,16.75,0,0,0,0,0,0,1,0,0,1,1
190,NJ,1,0,30.0,0,0,0,1,0,0,1,0,0,0,0
190,NJ,1,1,26.0,0,0,0,1,0,0,1,0,0,0,1
196,NJ,1,0,21.5,0,0,1,1,0,0,1,0,0,0,0
196,NJ,1,1,18.0,0,0,1,1,0,0,1,0,0,0,1
197,NJ,1,0,32.0,1,0,0,0,0,0,1,0,0,0,0
197,NJ,1,1,20.5,1,0,0,0,0,0,1,0,0,0,1
234,NJ,1,0,8.0,1,0,0,0,0,0,1,0,0,0,0
234,NJ,1,1,15.0,1,0,0,0,0,0,1,0,0,0,1
240,NJ,1,0,35.5,0,0,0,1,0,0,1,0,0,0,0
240,NJ,1,1,25.5,0,0,0,1,0,0,1,0,0,0,1
241,NJ,1,0,31.5,0,0,0,0,0,0,1,0,0,0,0
241,NJ,1,1,19.0,0,0,0,0,0,0,1,0,0,0,1
242,NJ,1,0,33.0,0,0,0,1,0,0,1,0,0,0,0
242,NJ,1,1,20.0,0,0,0,1,0,0,1,0,0,0,1
245,NJ,1,0,22.0,0,0,0,0,0,0,1,0,0,0,0
245,NJ,1,1,18.0,0,0,0,0,0,0,1,0,0,0,1
259,NJ,1,0,23.0,1,0,0,0,1,0,0,0,0,0,0
259,NJ,1,1,26.5,1,0,0,0,1,0,0,0,0,0,1
268,NJ,1,0,23.0,1,0,0,1,1,0,0,0,0,0,0
268,NJ,1,1,23.25,1,0,0,1,1,0,0,0,0,0,1
271,NJ,1,0,8.5,0,1,0,1,1,0,0,0,0,0,0
271,NJ,1,1,10.5,0,1,0,1,1,0,0,0,0,0,1
272,NJ,1,0,12.5,0,1,0,1,1,0,0,0,0,0,0
272,NJ,1,1,12.0,0,1,0,1,1,0,0,0,0,0,1
274,NJ,1,0,9.5,0,1,0,1,1,0,0,0,0,0,0
274,NJ,1,1,9.5,0,1,0,1,1,0,0,0,0,0,1
276,NJ,1,0,13.0,0,1,0,1,1,0,0,0,0,0,0
276,NJ,1,1,15.5,0,1,0,1,1,0,0,0,0,0,1
296,NJ,1,0,17.0,1,0,0,1,0,0,1,0,0,0,0
296,NJ,1,1,14.5,1,0,0,1,0,0,1,0,0,0,1
299,NJ,1,0,9.0,0,1,0,1,0,0,1,0,0,0,0
299,NJ,1,1,14.0,0,1,0,1,0,0,1,0,0,0,1
301,NJ,1,0,19.0,0,1,0,1,0,0,1,0,0,0,0
301,NJ,1,1,6.5,0,1,0,1,0,0,1,0,0,0,1
320,NJ,1,0,11.5,0,1,0,0,1,0,0,0,0,1,0
320,NJ,1,1,10.0,0,1,0,0,1,0,0,0,0,1,1
321,NJ,1,0,13.0,0,1,0,0,1,0,0,0,0,1,0
321,NJ,1,1,11.5,0,1,0,0,1,0,0,0,0,1,1
324,NJ,1,0,48.0,0,0,0,0,1,0,0,0,0,0,0
324,NJ,1,1,46.5,0,0,0,0,1,0,0,0,0,0,1
326,NJ,1,0,45.5,0,0,0,1,1,0,0,0,0,1,0
326,NJ,1,1,26.5,0,0,0,1,1,0,0,0,0,1,1
330,NJ,1,0,15.0,0,0,1,0,1,0,0,0,0,1,0
330,NJ,1,1,16.0,0,0,1,0,1,0,0,0,0,1,1
334,NJ,1,0,18.0,1,0,0,0,1,0,0,0,0,0,0
334,NJ,1,1,13.0,1,0,0,0,1,0,0,0,0,0,1
349,NJ,1,0,21.0,0,0,0,1,1,0,0,0,0,0,0
349,NJ,1,1,14.0,0,0,0,1,1,0,0,0,0,0,1
354,NJ,1,0,20.5,0,0,1,0,1,0,0,0,0,0,0
354,NJ,1,1,15.5,0,0,1,0,1,0,0,0,0,0,1
356,NJ,1,0,20.5,0,0,1,0,1,0,0,0,0,0,0
356,NJ,1,1,18.0,0,0,1,0,1,0,0,0,0,0,1
357,NJ,1,0,17.5,0,0,1,0,0,0,1,0,0,0,0
357,NJ,1,1,27.0,0,0,1,0,0,0,1,0,0,0,1
371,NJ,1,0,27.5,1,0,0,0,0,0,1,0,0,0,0
371,NJ,1,1,27.0,1,0,0,0,0,0,1,0,0,0,1
373,NJ,1,0,24.0,1,0,0,1,0,0,1,0,0,0,0
373,NJ,1,1,29.5,1,0,0,1,0,0,1,0,0,0,1
375,NJ,1,0,34.0,1,0,0,0,0,0,1,0,0,0,0
375,NJ,1,1,16.5,1,0,0,0,0,0,1,0,0,0,1
378,NJ,1,0,18.0,1,0,0,1,0,0,1,0,0,0,0
378,NJ,1,1,31.5,1,0,0,1,0,0,1,0,0,0,1
381,NJ,1,0,24.0,1,0,0,0,0,0,1,0,0,0,0
381,NJ,1,1,27.5,1,0,0,0,0,0,1,0,0,0,1
403,NJ,1,0,28.5,0,0,0,1,0,0,1,0,0,0,0
403,NJ,1,1,25.5,0,0,0,1,0,0,1,0,0,0,1
406,NJ,1,0,33.5,0,0,1,1,0,0,1,0,0,0,0
406,NJ,1,1,32.0,0,0,1,1,0,0,1,0,0,0,1
407,NJ,1,0,12.0,0,0,1,1,0,0,1,0,0,0,0
407,NJ,1,1,14.5,0,0,1,1,0,0,1,0,0,0,1
409,NJ,1,0,35.0,1,0,0,0,0,0,1,0,0,0,0
409,NJ,1,1,10.5,1,0,0,0,0,0,1,0,0,0,1
1,NJ,1,0,35.0,1,0,0,0,0,1,0,0,0,0,0
1,NJ,1,1,44.0,1,0,0,0,0,1,0,0,0,0,1
2,NJ,1,0,16.0,1,0,0,0,0,1,0,0,0,0,0
2,NJ,1,1,15.5,1,0,0,0,0,1,0,0,0,0,1
3,NJ,1,0,15.5,0,1,0,0,0,1,0,0,0,0,0
3,NJ,1,1,10.5,0,1,0,0,0,1,0,0,0,0,1
4,NJ,1,0,19.0,0,0,0,0,0,1,0,0,0,0,0
4,NJ,1,1,24.0,0,0,0,0,0,1,0,0,0,0,1
5,NJ,1,0,24.0,0,0,0,0,0,1,0,0,0,0,0
5,NJ,1,1,29.0,0,0,0,0,0,1,0,0,0,0,1
9,NJ,1,0,36.0,1,0,0,0,0,1,0,0,0,0,0
9,NJ,1,1,20.0,1,0,0,0,0,1,0,0,0,0,1
10,NJ,1,0,29.0,1,0,0,0,0,1,0,0,0,0,0
10,NJ,1,1,26.5,1,0,0,0,0,1,0,0,0,0,1
11,NJ,1,0,29.0,1,0,0,0,0,1,0,0,0,0,0
11,NJ,1,1,27.0,1,0,0,0,0,1,0,0,0,0,1
12,NJ,1,0,21.25,1,0,0,0,0,1,0,0,0,0,0
12,NJ,1,1,26.5,1,0,0,0,0,1,0,0,0,0,1
13,NJ,1,0,15.5,0,1,0,0,0,1,0,0,0,0,0
13,NJ,1,1,10.5,0,1,0,0,0,1,0,0,0,0,1
15,NJ,1,0,19.5,0,0,0,0,0,1,0,0,0,0,0
15,NJ,1,1,18.0,0,0,0,0,0,1,0,0,0,0,1
16,NJ,1,0,21.0,0,0,0,0,0,1,0,0,0,0,0
16,NJ,1,1,18.5,0,0,0,0,0,1,0,0,0,0,1
17,NJ,1,0,14.0,0,0,0,0,0,1,0,0,0,0,0
17,NJ,1,1,25.5,0,0,0,0,0,1,0,0,0,0,1
18,NJ,1,0,30.5,0,0,0,0,0,1,0,0,0,0,0
18,NJ,1,1,32.0,0,0,0,0,0,1,0,0,0,0,1
19,NJ,1,0,23.5,1,0,0,0,1,0,0,0,0,0,0
19,NJ,1,1,33.0,1,0,0,0,1,0,0,0,0,0,1
21,NJ,1,0,14.0,0,1,0,0,1,0,0,0,0,0,0
21,NJ,1,1,7.5,0,1,0,0,1,0,0,0,0,0,1
22,NJ,1,0,14.5,0,0,0,0,1,0,0,0,0,0,0
22,NJ,1,1,12.5,0,0,0,0,1,0,0,0,0,0,1
23,NJ,1,0,15.5,1,0,0,0,0,0,1,0,0,0,0
23,NJ,1,1,24.0,1,0,0,0,0,0,1,0,0,0,1
24,NJ,1,0,26.5,1,0,0,0,0,1,0,0,0,0,0
24,NJ,1,1,29.0,1,0,0,0,0,1,0,0,0,0,1
28,NJ,1,0,8.0,0,1,0,0,0,0,1,0,0,0,0
28,NJ,1,1,10.0,0,1,0,0,0,0,1,0,0,0,1
29,NJ,1,0,5.5,0,1,0,0,0,0,1,0,0,0,0
29,NJ,1,1,9.5,0,1,0,0,0,0,1,0,0,0,1
32,NJ,1,0,23.25,0,0,0,0,0,0,1,0,0,0,0
32,NJ,1,1,17.5,0,0,0,0,0,0,1,0,0,0,1
34,NJ,1,0,15.5,0,0,0,1,0,0,1,0,0,0,0
34,NJ,1,1,17.5,0,0,0,1,0,0,1,0,0,0,1
35,NJ,1,0,32.25,0,0,1,0,0,0,1,0,0,0,0
35,NJ,1,1,25.0,0,0,1,0,0,0,1,0,0,0,1
38,NJ,1,0,30.0,1,0,0,0,0,1,0,0,0,0,0
38,NJ,1,1,26.0,1,0,0,0,0,1,0,0,0,0,1
63,NJ,1,0,29.0,1,0,0,1,0,0,1,0,0,0,0
63,NJ,1,1,24.0,1,0,0,1,0,0,1,0,0,0,1
64,NJ,1,0,30.5,1,0,0,0,0,0,1,0,0,0,0
64,NJ,1,1,22.5,1,0,0,0,0,0,1,0,0,0,1
65,NJ,1,0,14.0,1,0,0,0,0,0,1,0,0,0,0
66,NJ,1,0,27.0,1,0,0,0,0,0,1,0,0,0,0
66,NJ,1,1,35.0,1,0,0,0,0,0,1,0,0,0,1
67,NJ,1,0,18.5,1,0,0,0,0,0,1,0,0,0,0
67,NJ,1,1,17.75,1,0,0,0,0,0,1,0,0,0,1
68,NJ,1,0,38.0,1,0,0,0,0,0,1,0,0,0,0
68,NJ,1,1,24.5,1,0,0,0,0,0,1,0,0,0,1
69,NJ,1,0,16.5,1,0,0,0,0,0,1,0,0,0,0
69,NJ,1,1,16.5,1,0,0,0,0,0,1,0,0,0,1
70,NJ,1,0,50.0,1,0,0,0,0,0,1,0,0,0,0
